title,author,genre,pages,rating,ratings_count,reviews_count,year,publisher,language,description,price
Lowcountry Bonfire,Susan M. Boyer,"Mystery, Cozy Mystery, Fiction",264.0,4.24,3053,227,2017.0,,en,"Private Investigators Liz Talbot and Nate Andrews have worked their share of domestic cases. So when Tammy Sue Lyerly hires them to find out what her husband is hiding, they expect to find something l",
Bruno,Achim Bröger,,160.0,3.0,1,0,1975.0,,,Relates the fantastic adventures and misadventures of a shy timid man named Bruno.,
My Rogue to Ruin,Erica Ridley,"Romance, Historical Romance, Historical",338.0,3.84,1356,436,2023.0,Hachette UK,en,"The riotous Wynchester family has taken on a new case to expose a forger, but the prime suspect isn't at all what he seems in this captivating Regency romp from a New York Times bestselling author.Lor",1246.74
Little Mouse and the Rainy Playday,Sadie Reed,Childrens,27.0,3.5,14,3,2020.0,,,"Little Mouse and the Rainy Playday is the story of a storm that keeps Little Mouse from playing outside. Through fun rhymes, the book tells how Little Mouse makes the most of her day. She is joined by",
Summer Island,Shelley Noble,"Romance, Summer, Fiction",416.0,3.54,1650,217,2022.0,,,New York Times bestselling author Shelley Noble pens a heartwarming story of a mother-daughter road trip to the beach and to self-discovery.When reporter Phoebe Adams loses her job and her fiancé on t,
Dorrie and the Weather Box,Patricia Coombs,"Childrens, Picture Books, Fantasy",48.0,4.53,190,10,1966.0,,,"Dorrie finds a picnic basket and wants to have a picnic, but it’s raining. She decides to try to fix the weather by using the Big Witch’s secret magic room. Unable to find a recipe for melting clouds,",
"5,000 Kilometers per Second",Manuele Fior,"Graphic Novels, Comics, Bande Dessinée",144.0,3.56,3433,375,2009.0,,,"Partire. Mettere cinquemila chilometri tra sé e il proprio passato, geografico ed esistenziale, e rendersi conto di non poter appartenere a nessun luogo. Dopo una brusca rottura, Piero e Lucia si tras",
Chasing Rainbows,Kathleen Long,"Fiction, Chick Lit, Romance",277.0,3.6,4572,350,2011.0,,,"What's that saying about the devil you know? For Bernie, it's the devil she never expected that changes everything.Her father's sudden death leaves a gaping void in her life and is one in a series of ",
Edna O'Brien Reader,Edna O'Brien,,432.0,4.18,17,0,1994.0,,,"Libro usado en buenas condiciones, por su antiguedad podria contener señales normales de uso",
The Gashlycrumb Tinies,Edward Gorey,"Humor, Fiction, Horror",64.0,4.08,84174,1372,1963.0,,,"The Gashlycrumb Tinies: or, After the Outing is an abecedarian book written by Edward Gorey that was first published in 1963. Gorey tells the tale of 26 children (each representing a letter of the alp",
This Could Change Everything,Jill Mansell,"Romance, Chick Lit, Fiction",352.0,3.9,13353,1028,2018.0,Hachette UK,en,"International bestseller Jill Mansell crafts the perfect summertime tale about finding your roots, filled with romance, friendship, and the power of redemption. You'll laugh, you'll cry, and you'll ne",324.5
Long Nellie,Deborah Turney Zagwyn,,32.0,3.33,3,0,1993.0,,,"When Jeremy finds a stray kitten, he is determined to find a home for it with Long Nellie, an eccentric scavenger who lives all by herself in an old trailer.",
The Case of the Rainy Day Mystery,James Preller,"Childrens, Mystery",80.0,3.88,93,4,2003.0,,,"Jigsaw Jones is a, puzzle fanatic detective who deals with all kinds of cases. He knows that mysteries are like jigsaw puzzles--you've got to look at all the pieces to solve the case.Missing hamsters,",
Little Whizz and the Weather Spell,Ruth Thomson,,32.0,3.5,2,0,1986.0,,,"It has been raining hard for days. Little Whizz, the learner magician, decides to use a little magic to improve the weather, with unexpected results.",
One Rainy Day,Tammi Salzano,"Childrens, Picture Books, Fiction",22.0,3.85,96,19,2011.0,,,"Discover colors with Duck! Duck loves rainy days. One rainy day means...red boots, an orange umbrella, blue puddles—and a rainbow surprise! With simple language, this cheery padded board book introduc",
Told Under the City Umbrella,Childhood Education International,,,2.0,1,0,1972.0,,en,"Seventeen extracts from novels about the adventures of city children by such authors as Peggy Mann, E.B. White, and Mary Stolz.",
The Flood,Nigel Gray,Picture Books,,3.6,15,1,2008.0,,en,"When the rain comes pouring down Mrs Farmer has no choice but to let the farm animals inside with some very funny results. She ends up with dogs in the kitchen, pigs in the laundry, cows in the dining",
Cloudy with Scattered Showers: Tales from a Wet Groundhog,P.R. Lapham,,155.0,4.0,1,1,2017.0,,,"The stories in this volume range from problems with time travel, what the after-life is like, what happens in a heatwave, a very bad case of boredom, who lives under the bed and why you should never g",
Lost Roses,Martha Hall Kelly,"Historical Fiction, Fiction, Historical",432.0,4.04,61378,5390,2019.0,Ballantine Books,en,"The runaway bestseller Lilac Girls introduced the real-life heroine Caroline Ferriday. This sweeping new novel, set a generation earlier and also inspired by true events, features Caroline's mother, E",708.67
A Warm Rainy Day in Tokyo,Kana Wu,"Romance, New Adult, Enemies To Lovers",292.0,3.4,93,74,2022.0,Bellwind Books,en,"An unexpected opportunity, an urgent call from home, and romance isn't on their agenda Chapter 1BELLA“Bella, Bella,” The gorgeous stranger whispered.I let out a quiet sigh because I loved the way he c",335.0
"Fangirl, Vol. 3: The Manga",Rainbow Rowell,"Manga, Graphic Novels, Romance",224.0,4.36,6549,826,2023.0,,,"Cath is a Simon Snow fan. Okay, everybody is a Simon Snow fan, but for Cath, being a fan is her life. Cath’s sister has mostly grown away from fandom, but Cath just can’t let go…Everything in Cath’s o",
Hail Columbia,Patricia Beatty,"Historical Fiction, Childrens",251.0,4.03,32,4,1970.0,,,Thirteen-year-old Louisa recounts how the visit of her suffragette aunt changed the lives of her family and the whole town.,
A Traitor to Memory,Elizabeth  George,"Mystery, Fiction, Crime",1009.0,3.92,12799,673,2001.0,Bantam,en,"When Eugenie Davies is killed by a driver on a quiet London street, her death is clearly no accident. Someone struck her with a car and then deliberately ran over her body before driving off, leaving ",
Rainy Day Kate,Lenore Blegvad,,30.0,4.11,18,4,1988.0,,,"A child's excited speculations on what fun can he had with Kate when she comes to play come to an end when a rainy day cancels Kate's visit, but the fun is not permanently spoiled.",
Rainy Days,Victoria Zagar,"M M Romance, Contemporary",217.0,2.9,10,7,2012.0,,,"When Michael Williams helps stranded motorist Ashley Fallow, little does he know Ash will make him question everything he’s been taught about what a man should want. Michael’s a married man, though - ",
الشمسية الطائرة,A.J. MacGregor,,50.0,3.43,47,9,1981.0,,,"هذا الكتاب من سلسلة ""المغامرات المحبوبة"" والتي جاءت خصيصاً لتسلية الطفل والترفيه عنه بأجمل القصص العالمية المحببة لهم. وزيادة في الترفيه عن الطفل أوثر أن تسجل هذه القصة على شريط كاسيت لما لذلك من أهمي",
The Umbrella Mouse,Anna Fargher,"Middle Grade, Historical Fiction, Childrens",288.0,3.91,666,121,2019.0,Pan Macmillan,en,"A timeless tale of courage, resistance and friendship, The Umbrella Mouse is a heart-stopping adventure drawing on the true stories of animals caught in the conflict of WWII. 1944, and London is under",449.52
We Play on a Rainy Day,Angela Shelf Medearis,"Picture Books, 1st Grade, Fiction",32.0,3.43,49,7,1995.0,,,"Children pout when the rain begins, but, soon, properly dressed, they enjoy playing outdoors in the rain.",
Goddess of the Green Room,Jean Plaidy,"Historical Fiction, Historical, Fiction",351.0,3.78,232,11,1971.0,,,"Book club edn. 8vo. Original black lettered red cloth (VG), dustwrapper (VG in protective wrapper). Pp. 351 (no inscriptions).",
Love Is All You Need: Wild Roses; The Nature of Jade,Deb Caletti,"Romance, Contemporary, Young Adult",608.0,3.49,291,23,2013.0,Simon and Schuster,en,"Get a double dose of realistic romance in this collection of two fan favorites from Printz Honor medal winner and National Book Award finalist Deb Caletti.Love may or may not be all you actually need,",
Rainy Day: A Little Moral Story About Worry,Dan Yaccarino,"Picture Books, Childrens, Emotion",22.0,2.53,95,15,2016.0,,,Glub-Glub worries so much about getting wet that he almost misses all the fun of frolicking in the rain.,
My Salinger Year,Joanna Rakoff,"Memoir, Nonfiction, Books About Books",249.0,3.77,11343,1510,2008.0,Bloomsbury Publishing,en,"At twenty-three, after leaving graduate school to pursue her dreams of becoming a poet, Joanna Rakoff moves to New York City and takes a job as assistant to the storied literary agent for J. D. Saling",319.0
The Big Umbrella,Amy June Bates,"Picture Books, Childrens, Storytime",34.0,4.06,1851,376,2018.0,Simon and Schuster,en,By the door there is an umbrella. It is big. It is so big that when it starts to rain there is room for everyone underneath. It doesn’t matter if you are tall. Or plaid. Or hairy. It doesn’t matter ho,739.86
Whirlwind,Michael Grant Jaffe,,287.0,3.07,14,2,2004.0,W. W. Norton & Company,en,"Recently divorced and tired of his work in coastal North Carolina, weather forecaster Lucas Prouty finds his life and a new relationship irrevocably altered when he becomes a lone meteorologist coveri",
I Love Rainy Days!,Hans Wilhelm,"Childrens, Fiction, Animals",32.0,3.76,99,12,2011.0,,,"(Noodles; Scholastic Reader Level 1)An easy-to-read story featuring Noodles the little white dog!It's raining outside, so Noodles is stuck indoors all day! But he won't let that get him down. Noodles ",
Vinyl Cafe: Up & Away,Stuart McLean,"Audiobook, Humor, Fiction",,4.11,18,2,2016.0,,,"A new collection of fifteen hilarious stories from Stuart McLean.Sit back and let Vinyl Cafe: Up & Away transport you to the always-entertaining world of Dave, Morley and friends. We’ll touch down in ",
The Voices of Julie,Joan L. Oppenheimer,Young Adult,156.0,3.35,17,4,1979.0,Scholastic Paperbacks,en,"Julie has what most girls want. She lives with her Aunt Roz and there are no curfews, no rules, no restrictions. There is nothing she has to do... or can't do. She has it made. Then why the pain when ",
Return to Rainbow Ridge,Richard McClellan,,277.0,3.07,15,4,2020.0,,,"They say you can't go home again. Yet there he is, back in Rainbow Ridge. It’s been years since Ethan Everly has been home. It looks much the same, but he knows things aren't the same at all.He left b",
Ruby's Rainy Day,Rosemary Wells,"Picture Books, Childrens",12.0,3.31,55,4,2004.0,,,"It's raining outside, but all Max wants to do is play baseball.  So his big sister Ruby struggles to get him into his rain gear: red boots, yellow slicker, and orange rain hat.  But see what happens w",
Urmel aus dem Eis,Max Kruse,"Childrens, German Literature, Fiction",158.0,4.21,948,20,1969.0,,,"Eines Tages wird ein Eisberg mit einem Urzeit-Ei am Strand der Insel Titiwu angeschwemmt. Ein seltsames Geschöpfchen schlüpft aus dem Ei: das Urmel! Vorlaut und keck, aber unglaublich liebenswert, sor",
The Flying Classroom,Erich Kästner,"Classics, Childrens, Fiction",224.0,4.21,5730,296,1933.0,Pushkin Children's Books,en,"A comical school story by the author of Emil and the Detectives. In the Christmas at the Johann Sigismund School there's plenty of fun and excitement for Martin, Matthias, Johnny, Sebastian and Uli, i",
Blue's Best Rainy Day,Deborah Reber,"Fiction, Picture Books, Childrens",24.0,3.84,25,3,2000.0,,en,"Blue has the perfect indoor rainy day game, but first, Steve and all her friends must go on a scavenger hunt to unearth her favorite rainy-day activity, in a delightful book that invites youngsters to",
The Rainy Season,Shelley Davidow,,128.0,4.46,26,19,1997.0,"MacMillan Education, Limited",en,"The trendsetter eries are modern books of fiction centring the intersts of older teenagers. Written in a lively way and coming from new and established writers, their aim is to provide enjoyable, stim",
Rainy's Days,Fita Chakra,Young Adult,227.0,3.31,64,28,2014.0,,,"""Hujan itu tak berarti sedih, Rainy,"" kata lelaki itu.""Meski hujan selalu datang di saat-saat buruk?"" tanyanya seperti bocah yang menuntut penjelasan.Rainy percaya kalau hujan dan dirinya tidak pernah",
"Rainy Day Play: Explore, Create, Discover, Pretend",Nancy F. Castaldo,,144.0,3.67,12,4,1996.0,WorthyKids,en,"Sixty-four unique and entertaining activities will keep young children, along with their parents and caretakers, busy all day—even when it's pouring outside. Indoor fun includes art projects such as f",
Madama Butterfly,Giacomo Puccini,"Classics, Fiction, Short Stories",157.0,3.38,557,69,1904.0,Oneworld Classics,en,"The Black Dog Opera Library is one of the most popular, informative, and budget-friendly ways to enjoy all the great operas. Each book in the series includes a history of the opera, a synopsis of the ",
Rainy Day Women,Jane Yardley,,359.0,3.87,39,8,2004.0,Doubleday UK,en,"An intelligent, darkly funny comedy set in 1970s Essex about an intelligent teenage girl who falls painfully in love for the first time and decides that she needs to escape her eccentric, talented, bu",
